filename,total,major,minor,own,bugs
junit5/junit-vintage-engine/src/test/java/org/junit/vintage/engine/samples/junit4/JUnit4SuiteWithTwoTestCases.java,1,1,0,1.0,0
junit5/junit-vintage-engine/src/test/java/org/junit/vintage/engine/samples/junit4/Categories.java,1,1,0,1.0,0
junit5/junit-vintage-engine/src/test/java/org/junit/vintage/engine/samples/junit4/JUnit4SuiteOfSuiteWithJUnit4TestCaseWithAssumptionFailureInBeforeClass.java,1,1,0,1.0,0
junit5/junit-vintage-engine/src/test/java/org/junit/vintage/engine/samples/junit3/PlainJUnit3TestCaseWithSingleTestWhichFails.java,1,1,0,1.0,0
junit5/junit-vintage-engine/src/test/java/org/junit/vintage/engine/samples/junit3/AbstractJUnit3TestCase.java,1,1,0,1.0,0
junit5/junit-vintage-engine/src/test/java/org/junit/vintage/engine/samples/junit3/JUnit3SuiteWithSingleTestCaseWithSingleTestWhichFails.java,1,1,0,1.0,0
junit5/junit-vintage-engine/src/test/java/org/junit/vintage/engine/support/UniqueIdStringifierTests.java,0,0,0,0,0
junit5/junit-vintage-engine/src/test/java/org/junit/vintage/engine/support/UniqueIdReaderTests.java,0,0,0,0,0
junit5/junit-vintage-engine/src/test/java/org/junit/vintage/engine/execution/TestRunTests.java,0,0,0,0,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/VintageTestEngine.java,3,3,0,0.3333333333333333,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/package-info.java,0,0,0,0,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/discovery/UniqueIdSelectorResolver.java,2,2,0,0.5,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/discovery/ClasspathRootSelectorResolver.java,3,3,0,0.6,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/discovery/DefensiveAllDefaultPossibilitiesBuilder.java,2,2,0,0.6666666666666666,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/discovery/OrFilter.java,1,1,0,1.0,0
